gene	oe_lof
ACVR2B	0.17911
CDK5R1	0.0
CTNNA2	0.22303
RAB30	0.079733
SCN4A	0.25766999999999995
DLX6	0.079747
HDGFRP2	0.19161
CLASRP	0.22271999999999997
MAP7	0.22307
SLC22A23	0.17994000000000002
STIM1	0.19158
SRSF4	0.16525
ZFAND3	0.079636
PRPF38B	0.20169
UBAP1	0.1204
NIPA2	0.079841
ATOH8	0.0
GNAI1	0.1205
GID4	0.07989600000000001
WWP2	0.23839000000000002
PASD1	0.18045
CDC16	0.21015999999999999
CAPZB	0.1204
SENP7	0.24627
CASC3	0.2102
DOCK7	0.28458
FSTL1	0.14648
RPS3	0.08004
MESDC1	0.0
CACYBP	0.080079
CADM2	0.14709
PCDH20	0.16602999999999998
KCNA2	0.12064000000000001
GOLGA3	0.26175
POU3F2	0.080024
CHMP7	0.16591
CALR	0.14702
HMHA1	0.23471999999999998
NR2C1	0.2031
CD81	0.080403
BMP2K	0.235
MPP6	0.18127000000000001
DDX24	0.20296
FAM171A2	0.12115999999999999
BCL9	0.21848
KAZN	0.21123000000000003
TMEM204	0.0
PPP2R5A	0.18134
EPAS1	0.21126999999999999
UNKL	0.18114
MAST4	0.27776999999999996
NUP210L	0.27462
CAPRIN2	0.24356999999999998
TSPAN5	0.12092
SREBF2	0.23586
ADARB2	0.16698
LGR4	0.219
LOXL1	0.14790999999999999
ELAVL4	0.12125999999999999
PTPN1	0.18165
NUDC	0.1479
IRF4	0.16687000000000002
GRK5	0.20362
XKR7	0.1212
NRCAM	0.25797
PPAP2B	0.080732
TGFBR1	0.16732
PKM	0.16715
SS18	0.19428
LTBP2	0.2724
CSNK2B	0.08066799999999999
BCAR3	0.21213
STIL	0.23634000000000002
DCAF6	0.24570999999999998
APBA2	0.19454000000000002
GDI2	0.16798
PHRF1	0.24931999999999999
PLXNA3	0.24966
ZHX1	0.18264
CLEC16A	0.2317
IDH2	0.14869000000000002
ABHD16A	0.21978000000000003
BTG3	0.081001
CD79B	0.08089299999999999
GORASP2	0.14847
CCSER2	0.20424
MARCH7	0.20462
MED26	0.14875
MEOX2	0.081198
CLDN11	0.0
IARS2	0.24648
IGFBP3	0.0
GABRB2	0.16807
GABRG3	0.16835
PLXNB1	0.27549
RPL27A	0.0
WIPF1	0.12244000000000001
SYP	0.081077
KCNAB2	0.18315
NGEF	0.20471
PMP22	0.0
TMCC1	0.16858
NEK7	0.14917
GRIN3A	0.22095
LRFN1	0.12249000000000002
SCRT2	0.0
ALCAM	0.19542
PCBP3	0.16887
DCTN4	0.19546
NDUFS7	0.081367
EIF1AX	0.0
PSMB2	0.081419
VCAM1	0.18336
LRFN4	0.081648
GRASP	0.12283
PCBP1	0.0
TMEM132C	0.20624
ABCC5	0.26636
DOCK10	0.29051
ALB	0.20593000000000003
MYOCD	0.22834000000000002
KCNH1	0.21435
MAGI3	0.25484
VANGL2	0.16893
POMP	0.0
PHC2	0.21434
RPL10	0.0
GATA3	0.12337000000000001
APBA1	0.21493
SPIB	0.081791
ACER3	0.1502
ZBTB33	0.081705
FLCN	0.18435
WNT9A	0.081804
UBE4A	0.24411
MYEF2	0.20654
BTBD2	0.15007
HERC3	0.24835
PRKCH	0.2224
EPN1	0.18469000000000002
PLEKHA2	0.16960999999999998
PNRC1	0.0
WSCD2	0.18503
PVRL4	0.17
PIKFYVE	0.2936
ETS1	0.18514
HAT1	0.17003
PROSER1	0.19724
ARX	0.0
RWDD1	0.082234
ZC4H2	0.0
SPTLC2	0.18527000000000002
C1R	0.18542999999999998
TMEM135	0.18545999999999999
SRPR	0.18549000000000002
RAP1B	0.082315
ADAMTS9	0.29427
RAB18	0.08229
B3GALT2	0.1239
PIK3R4	0.25701
UBE2J2	0.082362
LONRF1	0.20815
AURKA	0.15147
TCEA1	0.12412999999999999
PARP8	0.25042
PRKCQ	0.23071999999999998
BLNK	0.2082
PIK3R5	0.23051999999999997
FGF14	0.082552
NAP1L4	0.18622
WDR47	0.23106999999999997
RP11-603J24.9	0.0
ZNRF1	0.0
ADNP2	0.19856
SPOCK1	0.1713
BMP10	0.082659
PKN1	0.23697
KCNA3	0.12445999999999999
FOXB1	0.0
PLEC	0.31275
CELF3	0.18662
SNRPE	0.0
MARCH5	0.12458
RPL23A	0.0
PTAR1	0.15203
MGAT4B	0.19891
SYDE1	0.18677
GTF2E1	0.12478
CDH7	0.20913
GNAI2	0.12489000000000001
APLP2	0.22544
SPARC	0.12499
CSF1R	0.24269000000000002
ARGLU1	0.15249000000000001
CTPS2	0.1722
ONECUT2	0.08296
NR1D1	0.17237
C18orf25	0.12521
CAPN6	0.17223
CLCN7	0.23246999999999998
FOXN4	0.15270999999999998
NCLN	0.18791
OPN5	0.15277000000000002
TNIP1	0.21879
PRKCA	0.22621
TXNL1	0.12550999999999998
SLC12A6	0.26327
ZNF287	0.21015999999999999
PHF14	0.23299
PARP14	0.26639
SOGA3	0.19993
PDE4B	0.21886
GNA11	0.12542999999999999
VPS18	0.21875999999999998
ZNF367	0.083249
URGCP	0.21048000000000003
HSPA14	0.20037
FAM58A	0.0
WDR82	0.12595
CABP1	0.12575999999999998
PLAA	0.21923
RPS14	0.0
AXIN2	0.21101999999999999
VCL	0.25351999999999997
EXOC6B	0.24461999999999998
ERBB2	0.26765
AKAP8	0.20113
PPP6C	0.1536
ABCC1	0.27593
TRIM39-RPP21	0.18900999999999998
MAFB	0.0
RTN4	0.22024000000000002
ZBTB46	0.17361
COPG1	0.23964000000000002
DNAJB6	0.15377000000000002
EPN2	0.18868
FOXK1	0.17404
GCH1	0.083843
KIAA1432	0.27608
SHISA6	0.15397
KCNN1	0.15381
SDK1	0.29493
KNDC1	0.27357
TMEM63C	0.23467
USP43	0.24075
SYT3	0.17372
NCAN	0.25061
PPIL3	0.0
MKX	0.12652
MXRA5	0.25461
TAF15	0.24059
KIAA1107	0.24055
SNRNP40	0.15406
KLHL36	0.17382
LRRC4B	0.12653
HLX	0.12675
RGS6	0.22099000000000002
PI4K2A	0.17418
SF3A2	0.12675
LCP1	0.21224
ZNF598	0.21255
GABRG2	0.18958
JAKMIP3	0.25082
ADARB1	0.17427
KRT1	0.1898
DCAF10	0.17423
ATR	0.30912
XPNPEP1	0.22855999999999999
PDZD4	0.15475
ZSWIM5	0.25563
USP31	0.25186
ZNF106	0.28638
GPR116	0.2596
LAPTM5	0.08437
NCAM2	0.23571999999999999
PRKCZ	0.21305
PRPF40A	0.25584
CIZ1	0.25164000000000003
SMAD3	0.17497000000000001
CLINT1	0.21345
KCNK3	0.084425
PCDH17	0.20303
GCLC	0.22196999999999997
AJUBA	0.17507
STX5	0.15566
SLAIN2	0.17557999999999999
EDRF1	0.27107
GARS	0.23046
PPM1H	0.1757
LUZP1	0.21385
ARF1	0.0
SORBS2	0.25695
TCF25	0.22275
CLSPN	0.27375
AATK	0.23786
PCYT1B	0.08504600000000001
HECTD3	0.24877
AXIN1	0.2233
N4BP1	0.20462
TANK	0.15642
RORA	0.22376
TNKS	0.26592
AP1M1	0.19213
CDH5	0.21500999999999998
NOP56	0.20459000000000002
TMEM55B	0.12846
LAMP1	0.12847999999999998
WNT3	0.12839
AKAP9	0.3318
CHSY1	0.19258
JAZF1	0.085341
IRF2BPL	0.15675
METTL16	0.20531999999999997
UBA3	0.21565
SHISA9	0.12880999999999998
SZT2	0.32693
TSPYL2	0.12864
ZBED4	0.21545
DISP2	0.23855
HDAC1	0.20511999999999997
ARHGAP36	0.12878
ARHGAP33	0.25997
PSMB7	0.08567899999999999
FGF13	0.085534
ZC3H6	0.23923000000000003
ABHD13	0.085594
RPL14	0.085493
GABRA4	0.17737999999999998
MAPKBP1	0.28634
MAPRE2	0.15709
YIPF6	0.0
UHMK1	0.1571
C4B	0.157
OTC	0.12883
SERINC3	0.17735
ATP11B	0.27645
MECP2	0.085755
MCU	0.15733
LMOD1	0.12930999999999998
ATP8B2	0.27124000000000004
HSPA5	0.17801
CAP2	0.19342
ELOVL4	0.15738
LRRC47	0.12930999999999998
TAF7	0.08577699999999999
HEY2	0.085836
RNGTT	0.22569
MAPK6	0.19366
KLC1	0.2259
MYOG	0.0
MYSM1	0.25692
PELI2	0.15780999999999998
MAP3K9	0.24627
FSCN1	0.12971
FAM171B	0.21699000000000002
GAK	0.27221
KIAA1551	0.26838
PRPF38A	0.17815
LPCAT4	0.21723
SCNN1G	0.21723
ISL1	0.1297
RALGPS2	0.23395
TNFSF12	0.17842
TNFSF12-TNFSF13	0.17842
GRIK4	0.24720999999999999
CLDN5	0.0
HOXB3	0.08619199999999999
ARHGAP1	0.17869000000000002
TSGA10	0.2474
RPL35A	0.0
GNA13	0.12994
IRX3	0.086201
SESN3	0.19475
JPH1	0.17874
DCP1A	0.19428
MAP3K10	0.20723000000000003
HEPACAM	0.12983
EMX1	0.0
DENND2A	0.253
KCNQ4	0.21825
SRRM4	0.2185
ZC3H3	0.2181
CCND1	0.086423
ZNF750	0.13017
KIAA1109	0.34174
CDH20	0.21893
AAMP	0.17941
BMP6	0.17967
MMP24	0.19545
PCGF2	0.1306
NACAD	0.24225
RNF10	0.24219000000000002
LMO7	0.28817
PLCG1	0.29223000000000005
ZNF652	0.15883
CLIP3	0.19526
PPP6R2	0.24219000000000002
PTH1R	0.20842
HSPG2	0.34121
FTSJ3	0.2591
KCTD10	0.13088
HDAC3	0.20883000000000002
KLHL9	0.15925999999999998
PTOV1	0.17992
EML5	0.30706999999999995
ITGAL	0.27435
WDR37	0.2089
MEX3C	0.131
KCTD3	0.24877
MYCN	0.086748
PLEKHG1	0.26759
SMG5	0.26755
UHRF1BP1L	0.27455
FYB	0.23606999999999997
NCALD	0.0
PABPC5	0.0
IBTK	0.27871999999999997
LEMD2	0.18044000000000002
ZNF513	0.15985
FLRT2	0.15972
SBNO2	0.27175
CACNG7	0.08712
SLC38A4	0.20939000000000002
MLF2	0.13128
B3GNT2	0.087102
TAF4B	0.2364
DTX3	0.087037
CD2AP	0.23683
GCC2	0.29801
SV2A	0.23701999999999998
LMNB1	0.20981999999999998
C1orf21	0.0
SUB1	0.0
DCP2	0.1967
ST13	0.19701
HCCS	0.087302
IDE	0.27254
TMED2	0.0
FAM205A	0.22971999999999998
ST8SIA3	0.13153
HSF1	0.18106
FEZ1	0.18078
ZBTB41	0.23739000000000002
RRM2	0.18135
NEMF	0.28795
GRM1	0.24479
SEL1L3	0.2766
GLIS2	0.13168
LMX1B	0.18120999999999998
SOX17	0.087561
FAM98A	0.21041999999999997
USP22	0.21004
BUB3	0.16091
EIF3J	0.13202
RAB1B	0.087675
OSBPL8	0.27007
NEUROD6	0.087643
HOXA10	0.087645
ZNF787	0.0
GPRASP1	0.23056
ARPC1A	0.18194000000000002
LRP4	0.30655
PDE7B	0.21054
LRRTM2	0.16095
LINGO2	0.132
FAM53B	0.13227
SLC25A12	0.23817
ZNF746	0.19780999999999999
NEDD1	0.22173
HPCAL1	0.0
ADAM9	0.26249
CLVS1	0.13251
ZNF606	0.22203
ACO2	0.23899
NOG	0.0
CCNY	0.16129000000000002
FMR1	0.19826
RTN2	0.22211999999999998
CRAMP1L	0.25749
AKT2	0.19852
GNPAT	0.23114
LRBA	0.32889
CRTC1	0.21172
FKBP5	0.18264
INSM2	0.08819500000000001
CDK8	0.22265
PITX1	0.088062
EI24	0.18269000000000002
GPCPD1	0.23963
IPO11	0.28208
ANKRD62	0.2314
ABI1	0.199
CCNF	0.24700999999999998
DAB2	0.22286
FNDC4	0.08834199999999999
KITLG	0.13321
CDH10	0.23201999999999998
FAM214B	0.16193
MYO6	0.29985
FRMD7	0.1831
APP	0.25868
SCYL2	0.25336
GPR107	0.23246999999999998
ELAC1	0.088313
ZNF280D	0.25858000000000003
NUP160	0.30413
ZNF202	0.2121
DUSP4	0.088245
KDELR1	0.08832999999999999
C6orf106	0.13302
MIER1	0.23245
NDST2	0.24681999999999998
BCL2L11	0.0
USP6NL	0.24788000000000002
ADAR	0.26415
DNTTIP1	0.1834
MBOAT2	0.21291
RNF113A	0.0
CXXC4	0.0
CXXC5	0.0
GOLGB1	0.33039
IRF2	0.16259
PCDH7	0.22380999999999998
TBK1	0.25379
CC2D1A	0.27296
POU6F1	0.08849299999999999
GRID2IP	0.24735
MFAP3L	0.088489
FAM84A	0.0
IFFO2	0.18352000000000002
PIM1	0.13354000000000002
CXorf23	0.20026
INTS5	0.21313000000000001
ERH	0.0
CYTH3	0.18392999999999998
VAC14	0.24141999999999997
MMS19	0.27323000000000003
TAF2	0.28054
KIAA1217	0.2926
ITGA9	0.27345
KLF9	0.0
KIAA0100	0.32142
SHPRH	0.30883
SEZ6L2	0.24844000000000002
PARG	0.22405
POU4F1	0.0
EZH1	0.26011
SCYL3	0.2331
ELMOD1	0.16337000000000002
CNTNAP1	0.30038000000000004
RP11-598P20.5	0.13399
SLC6A17	0.21395
EPHB4	0.27024000000000004
PLEKHA6	0.26998
DVL3	0.22458000000000003
CD40	0.13399
TAGAP	0.13395
SLITRK4	0.16309
OVOL1	0.088926
LBR	0.24189000000000002
RSL24D1	0.088867
VAMP2	0.0
USP46	0.16354000000000002
ACAP1	0.25559
INPPL1	0.28188
RPS13	0.089245
RTN4RL2	0.089151
ZBED5	0.18505
SYNE1	0.37371
TAB3	0.20101
ZDHHC14	0.18477000000000002
TOB2	0.0
SNX6	0.21431999999999998
FZD8	0.16376
ANP32E	0.1344
CDH22	0.21424
NOS1AP	0.20128
VIM	0.18505
RBPMS2	0.089171
PRDM6	0.20182
MAG	0.21486999999999998
TRABD2B	0.13459000000000002
SLC1A2	0.1853
FBXO15	0.18525
RUNX3	0.13455
NEB	0.36939
TASP1	0.20187
HMGXB4	0.2147
RPS12	0.0
EHF	0.18584
KLB	0.26255
MBNL1	0.1858
CDC25B	0.22634
STK31	0.27629000000000004
STOX2	0.21554
ZDHHC15	0.13515
PDLIM7	0.18552000000000002
FGR	0.21554
ANKRD13B	0.22651999999999997
DENR	0.089502
TTLL7	0.28047
VBP1	0.0
CERS2	0.2159
MUC2	0.32691
LRIG1	0.26318
EPB41L5	0.26764
TGFBRAP1	0.24389
AKAP12	0.26289
TBC1D15	0.2572
SMPD3	0.2031
RRAGB	0.13576
LRRN2	0.16509000000000001
SLC6A4	0.23646999999999999
TBX1	0.1357
ATP10A	0.28497
PEG10	0.08997100000000001
OSGIN2	0.20318
RNF123	0.29938000000000003
TMEM183A	0.18642
CXorf65	0.0
KIF21B	0.31251
AMOTL2	0.24520999999999998
SORCS2	0.28207
LRTM2	0.09020399999999999
ANKRD13D	0.22764
NSG2	0.0
SIX4	0.18704
PRDM8	0.16569
IGF2BP2	0.23723000000000002
GRHL1	0.23713
ARFIP2	0.16598
DUSP10	0.13626
GRIA4	0.26957
MPP5	0.23759
NIN	0.32452
POU3F3	0.0
BAIAP2	0.21743
HM13	0.1876
TANC1	0.30513
RPL13A	0.13627999999999998
SNCA	0.0
KIF14	0.30277
TROVE2	0.20415999999999998
ATP6AP2	0.09032799999999999
C4BPA	0.21779
CFP	0.18779
IRS4	0.2046
CCDC6	0.20467
CTTN	0.25361
CLK3	0.23813
CDH1	0.24645
ZFP82	0.20451
UTRN	0.35358
MYO1B	0.3011
PDE1B	0.22876
NFKBIE	0.16643
UBE2N	0.0
MTDH	0.22941
ADAMTS16	0.29365
KLF3	0.13695
MYNN	0.20521
ABHD2	0.18848
ARHGAP20	0.26611999999999997
ZFP62	0.20483
NOL10	0.26055
FAT1	0.33978
PPP1R12C	0.25414000000000003
AP4E1	0.28396
ENPP2	0.28378000000000003
RPA1	0.25390999999999997
CCNI	0.13738
RBMX	0.1371
TAF10	0.0
FGB	0.20568000000000003
HMG20A	0.1889
HNRNPAB	0.16723
EMC7	0.091145
SERTAD2	0.0
BACH1	0.20526
DCUN1D3	0.091154
DET1	0.18875
EIF2B3	0.20561
TP53BP2	0.28501
CPD	0.29197
PITPNM1	0.28857
CHTOP	0.16741
SLC1A6	0.16763
SLC6A14	0.20586
GTPBP2	0.23056999999999997
ARAP3	0.30799
TMEM87A	0.25531
TIAM2	0.30533000000000005
CMAS	0.20611999999999997
WWC1	0.29516
PML	0.24003000000000002
RPS9	0.0
SIRPA	0.18952
TMEM11	0.0
MAN1C1	0.24044000000000001
ACOT7	0.16806
EXOC3L2	0.1679
GUCY1A2	0.23081
KIAA1671	0.13797
SPATS2L	0.2064
PAX2	0.18974000000000002
COBLL1	0.26199
FAR2	0.20628000000000002
MACROD2	0.21974000000000002
RP11-343C2.11	0.16791
PREP	0.2556
ATG2B	0.32809
BIRC2	0.22041
AGRN	0.31914000000000003
NEDD9	0.24955
THOC5	0.26250999999999997
ABCD3	0.27812
H2AFZ	0.0
CRADD	0.0
PLXNA2	0.31721
CASD1	0.26269000000000003
PC	0.27389
CADPS	0.30919
CHAF1B	0.22036
GPR137	0.18996
MAP1S	0.22107
RNF146	0.13865
EFR3B	0.26924000000000003
SORL1	0.33745
RRAGD	0.13865
GAREM	0.24169000000000002
KLHL22	0.22066999999999998
SUV420H2	0.20747
PHYHIPL	0.13847
KLHL4	0.19050999999999998
TPCN1	0.28343
CADM1	0.19059
INTS12	0.16882
ZFYVE1	0.24172
TBC1D22A	0.2211
KCNIP4	0.13852
SKOR2	0.16884000000000002
TBX15	0.19107000000000002
FOXL2	0.0
LIMD1	0.22134
KLF5	0.13897
ANO4	0.29767
MYBL2	0.25025
KPNA2	0.20798000000000003
APLP1	0.25023
QKI	0.16915999999999998
AXL	0.27493
CNTN2	0.28761
GPBP1	0.22136
GLP1R	0.23281
NFIL3	0.13867000000000002
MMS22L	0.30425
RBM42	0.16960999999999998
RUNX1	0.1915
SLC41A1	0.19137
EMC4	0.092226
RNF139	0.20828000000000002
TMED10	0.092388
PDXK	0.16946
TNFSF13	0.13910999999999998
CTD-2545M3.6	0.19152
KSR1	0.25827
GLCE	0.19142
DRD2	0.16972
ADAP1	0.20873000000000003
ARPP21	0.27610999999999997
RRP9	0.23364000000000001
SALL3	0.22255999999999998
PSENEN	0.0
MTCH1	0.19179000000000002
KATNAL1	0.20888
SEC31A	0.30487
PHYHIP	0.09244400000000001
DNER	0.24333000000000002
GAB1	0.24354
PRKCI	0.25877
SOX11	0.092703
PNN	0.25199
VPS33A	0.24384
SASH1	0.2898
APBB2	0.25958000000000003
EZR	0.24413
VEZT	0.25246
CSF2RB	0.2446
RHOQ	0.09297000000000001
SRP14	0.0
RIPK2	0.22353
SEMA7A	0.24415
EIF2B5	0.25988
FAS	0.14007
KRT5	0.1928
EPT1	0.19276
AKAP10	0.25292
PRPF6	0.28654
MCTS1	0.0
DOCK5	0.33419
SSR4	0.0
NELFCD	0.24465
TIA1	0.23471999999999998
ARHGAP17	0.27259
ADCY6	0.2826
ENY2	0.0
MYO1E	0.30667
KCNH5	0.27264
KCTD1	0.093277
TUBB4B	0.14057
SULF2	0.27814
PEAK1	0.29481
FRMD3	0.23521999999999998
GPR173	0.0
ARHGEF10L	0.29777
STS	0.14055
CEP68	0.21015
SLCO3A1	0.22383000000000003
KRT18	0.17139000000000001
GCK	0.19355999999999998
NSMF	0.2358
PLG	0.27851
CD163	0.29536999999999997
OTX1	0.093334
PPP3CC	0.23592
COX5B	0.0
ZNF473	0.23606
TNFRSF14	0.14078
FLNB	0.33821999999999997
ITGAV	0.30201
RUNDC3A	0.19339
ATP2B4	0.2923
RPL10A	0.09361599999999999
DMRTC2	0.17189000000000002
ZNF507	0.26202
LIN7B	0.093625
RSBN1	0.25472
IL1RAP	0.2365
ARRB2	0.21126
FSTL4	0.27426999999999996
OSBPL7	0.28820999999999997
GTF3C4	0.23642
FADS1	0.22533000000000003
BRIX1	0.17229
MAMLD1	0.19445
PPIE	0.17225
RAD17	0.26222
EMC8	0.093846
SNTG1	0.24647
PSD3	0.27993
LSM6	0.0
TNC	0.32841
UBXN1	0.17235999999999999
SERPINE2	0.17204
DENND4C	0.31833
RPS6KA2	0.28005
SSBP4	0.22568000000000002
EIF2AK3	0.28878000000000004
METTL9	0.14146
CSRNP3	0.21186999999999998
TBX4	0.21143
CASS4	0.22601
EHMT2	0.3068
FAM222A	0.09405
KATNBL1	0.17263
ASCC2	0.26926
NDRG3	0.22613000000000003
KIAA1210	0.28058
FAM129B	0.27516999999999997
ATCAY	0.19505999999999998
DCBLD2	0.25553000000000003
PFKFB3	0.23795
UBR7	0.21241999999999997
ALDH1A2	0.22635999999999998
TCF7L1	0.22666
NFATC1	0.24750999999999998
BAG3	0.19543
RASGRP2	0.2382
RP11-599B13.6	0.0
TYMS	0.17303
FXYD6-FXYD2	0.094233
EGLN2	0.17314000000000002
TMEM200A	0.094166
FBXO30	0.22685
HCN2	0.21295999999999998
BMS1	0.30545
SAT1	0.0
UBQLN2	0.09434
YME1L1	0.27051
NUP133	0.30814
PTDSS1	0.24839
TSPYL5	0.094401
ALK	0.3206
PHLDA1	0.14234000000000002
MTHFD1	0.28676
CPNE6	0.24806999999999998
CACNA1F	0.31618
CDIP1	0.0
NMT2	0.23908000000000001
ZKSCAN5	0.25737
SOGA2	0.30874
PLCB4	0.32125
ZNF410	0.22735
DESI2	0.094596
DLST	0.21336
HMGA2	0.0
ARHGAP39	0.28231999999999996
MAPKAPK5	0.22725
NLRC5	0.33121999999999996
RALBP1	0.24909
HOXB8	0.09474099999999999
CMPK1	0.094672
KIAA0319L	0.29541
CARD10	0.29175999999999996
NR5A2	0.23886
RGL2	0.27183
APH1A	0.14293
SREBF1	0.27764
TGIF2-C20orf24	0.09487999999999999
LIG1	0.28765999999999997
RPS2	0.094854
ICMT	0.1431
CYR61	0.17417
FOXF2	0.094899
IRF9	0.19647
BRINP3	0.24928000000000003
CTD-2207O23.3	0.28788
KIAA1033	0.32223
EYA4	0.26526
SUMO2	0.0
CASR	0.2661
PRR7	0.0
CNIH3	0.095144
PTPRG	0.32095
SYT1	0.19727
IRF2BP2	0.095099
KIF3B	0.25822
ZFAND5	0.095067
IER5	0.0
DDX39A	0.19714
DDX18	0.25056
LUC7L	0.21486
SRP68	0.26654
C1orf51	0.14349
CNOT11	0.19764
N4BP2L1	0.095278
EPM2AIP1	0.19730999999999999
TRPM6	0.34479
SOST	0.0
EML6	0.34059
INSR	0.31437
PLXDC2	0.25126
UBE2G1	0.095421
ALG5	0.21545999999999998
RBCK1	0.25111
POLR3E	0.27954
TRPM3	0.32865
PLEKHF2	0.0
PACSIN2	0.24197
TSN	0.14429
ZNF444	0.0
CCDC88C	0.33629000000000003
THRA	0.23004000000000002
ACVR1	0.23026
SNX30	0.19857
CDH18	0.2418
AP1S2	0.0
AKNA	0.30949
NUP54	0.24169000000000002
ADSS	0.2298
NCKAP5	0.32061
CCP110	0.28574
SUGT1	0.21654
EPS15	0.29074
CAAP1	0.14464000000000002
ARHGEF18	0.29551
RBMS3	0.24206
EML4	0.30307
PCMT1	0.14463
SPIRE1	0.26799
PHF5A	0.0
ZFYVE20	0.27508
PRDM15	0.32097
KIF21A	0.33769
USPL1	0.27579000000000004
BMP1	0.30014
RCOR2	0.24283000000000002
TRAF7	0.27579000000000004
BTRC	0.28131999999999996
PCDH18	0.25264000000000003
ZFYVE28	0.26153000000000004
EPG5	0.3583
HGS	0.28657
RYR1	0.38498000000000004
SRSF5	0.17698
ZNF579	0.096338
COPE	0.17698
ITFG1	0.26189
NAT8L	0.0
FAM122B	0.096424
GDPD2	0.23142
TSPAN12	0.17669
NFX1	0.31112
FBXO31	0.21739
FBXO46	0.17675
TBC1D14	0.26958000000000004
LANCL2	0.23164
RPL21	0.096584
SHANK2	0.32996
IKZF5	0.14545
HMG20B	0.17715999999999998
ZNF395	0.23208
VPS8	0.3373
KIAA1598	0.26992
RUFY3	0.27689
SIM2	0.24388
DLK2	0.14552
HMGN2	0.0
CSPG4	0.31847
SYT13	0.17756
GULP1	0.17768
SLC30A5	0.26286
KIFC3	0.28859
RPS25	0.0
GPR61	0.14576
RASGRP4	0.27047
RPN2	0.25505
OSR1	0.0
SLC9C2	0.30994
NAB2	0.20087
ZDBF2	0.28399
UXT	0.0
CA10	0.20085999999999998
ABI2	0.21875
JUNB	0.0
MYBPC1	0.31661999999999996
C10orf118	0.2993
PI4KA	0.35739
ANAPC4	0.30385
PLCE1	0.35315
RXRG	0.21948
RCAN2	0.09708
SLC35A1	0.17827
PRDM13	0.20134000000000002
ABCG1	0.25572
PRKD3	0.28973000000000004
APOB	0.36911
SULF1	0.29954000000000003
RAPGEFL1	0.23348000000000002
ELAVL3	0.1469
MAN1A1	0.25585
TRIB1	0.097318
WSB1	0.21961999999999998
ACOX1	0.2649
MVB12B	0.20182
SEMA6B	0.26483
NRG3	0.25624
SPATA13	0.29528000000000004
FGD4	0.28484
ELOVL1	0.17875
LRFN5	0.20182999999999998
MAX	0.09730599999999999
PTPN9	0.25622
ESF1	0.27967
EDEM3	0.29639
SLC38A9	0.2347
UTP20	0.36769
TTK	0.30078
PDGFB	0.14701
LONRF3	0.22016
CHST1	0.14724
GAS2L1	0.09752899999999999
SUMO1	0.0
GSG1L	0.14740999999999999
POLDIP2	0.22055999999999998
APAF1	0.3251
NRN1	0.0
FAM126B	0.24703000000000003
IKBKE	0.28644000000000003
SUPV3L1	0.27376
TRIM26	0.24706999999999998
ABTB2	0.29193
ODF2	0.3012
RPLP0	0.1474
FRS3	0.20273
HS2ST1	0.20337
SLC39A8	0.18002
SORCS3	0.32011
GDF5	0.17992
ABLIM2	0.29222
ATG14	0.24771999999999997
PARVA	0.22116
PGK1	0.14777
MGRN1	0.25751999999999997
RP11-1220K2.2	0.22096
ZNF449	0.17993
RPS23	0.0
DMRTB1	0.098199
WDR36	0.30687
C1GALT1	0.14812999999999998
HELZ2	0.34536
LRRC16B	0.3397
SMARCD3	0.22158000000000003
MAPK10	0.23601
SOCS5	0.20372
TOMM40L	0.1803
PER1	0.31045
ARMC1	0.14818
C10orf54	0.14848
DACT1	0.22207
TBKBP1	0.23667
WASF3	0.20388
SBF2	0.35259
RAC1	0.14827
MEST	0.22219
SNRPD3	0.0
GPR158	0.30748000000000003
PRR14	0.24866999999999997
PLEKHM1	0.28831999999999997
BCAS3	0.31492
ATP11A	0.32968000000000003
TMEFF1	0.20412
SMOX	0.22213000000000002
DCLRE1B	0.204
EYA2	0.25899
GPR126	0.31882
THAP11	0.09861900000000001
MCRS1	0.24918
AKAP8L	0.27593
BRE	0.24902
KIF26A	0.3084
ADIPOR1	0.18143
SLC17A6	0.2498
PHB	0.14883
IQSEC3	0.29524
FBXL14	0.098775
MGAT5B	0.28358
TP53	0.20476
COBL	0.29505
INO80B	0.14886
ZNF282	0.2496
CAMKK2	0.26065
ZNF805	0.2236
NPRL2	0.22341
PPP1R12B	0.31697
PGR	0.2693
RILPL1	0.22368000000000002
ZNF691	0.099071
CCNL2	0.24999000000000002
ZNF385D	0.18195999999999998
AMOTL1	0.3015
SMG8	0.29048
SOX12	0.0
ATF7IP2	0.25055
KCNT1	0.32431
HID1	0.27744
RANBP1	0.099317
CYTH2	0.23867
FZD2	0.18218
DKK2	0.14974
TBC1D25	0.20586
SWAP70	0.26994
ENO2	0.22388000000000002
ZNF526	0.2058
RAB1A	0.09919299999999999
PIH1D3	0.0
IMMT	0.28543
ITPKA	0.18263
ITPKC	0.25154
SOX14	0.0
FSD1	0.23906
CWC22	0.3065
ARID3B	0.2243
AMMECR1	0.09952899999999999
RING1	0.18272
KAT5	0.2616
ABCB1	0.32826
ERGIC1	0.18286
ZNF274	0.25201999999999997
BATF	0.0
CCDC85C	0.15023
MAPK14	0.22494
TMX2	0.18286
CPNE4	0.26228
NR1H2	0.22489
LHX8	0.20664000000000002
TRPC1	0.28604
HMGB1	0.099676
RNF19A	0.27869
MLXIPL	0.27081
PDIA6	0.23945999999999998
LRRC37B	0.29286
LTBP1	0.35261
ITGA4	0.31966
ZFPM1	0.24031
